,bhk,type,area,price,region
0,3,Apartment,685,25000000.0,Andheri West
8,1,Apartment,396,2984000.0,Badlapur East
17,3,Apartment,1259,28000000.0,Ghansoli
26,2,Apartment,1080,5724000.0,Bhiwandi
29,2,Apartment,594,3450000.0,Ambernath West
46,1,Apartment,386,2796000.0,Taloja
48,3,Apartment,1625,14500000.0,Ulwe
78,2,Apartment,528,3150000.0,Ambernath West
94,2,Apartment,614,4444000.0,Taloja
131,2,Apartment,486,3600000.0,Badlapur East
133,1,Apartment,361,2800000.0,Badlapur East
135,1,Apartment,377,2820000.0,Badlapur East
137,1,Apartment,382,2861000.0,Badlapur East
142,1,Apartment,345,1991000.0,Badlapur West
143,1,Apartment,352,2050000.0,Badlapur West
144,1,Apartment,294,1600000.0,Badlapur West
145,1,Apartment,366,2128000.0,Badlapur West
146,1,Apartment,333,1932999.9999999998,Badlapur West
147,1,Apartment,358,2089000.0,Badlapur West
148,1,Apartment,372,2167000.0,Badlapur West
149,1,Apartment,380,2206000.0,Badlapur West
207,2,Apartment,725,17000000.0,Ghansoli
209,4,Apartment,1492,34000000.0,Ghansoli
211,2,Apartment,715,16800000.0,Ghansoli
213,1,Apartment,505,10800000.0,Ghansoli
258,1,Apartment,740,3922000.0,Bhiwandi
260,2,Apartment,1045,5538000.0,Bhiwandi
262,1,Apartment,690,3657000.0,Bhiwandi
264,2,Apartment,1085,5750000.0,Bhiwandi
266,2,Apartment,1060,5618000.0,Bhiwandi
268,1,Apartment,795,4213000.0,Bhiwandi
278,1,Apartment,501,2950000.0,Ambernath West
279,1,Apartment,399,2450000.0,Ambernath West
280,1,Apartment,440,2650000.0,Ambernath West
281,2,Apartment,635,3650000.0,Ambernath West
282,2,Apartment,569,3300000.0,Ambernath West
283,1,Apartment,464,2750000.0,Ambernath West
284,1,Apartment,422,2600000.0,Ambernath West
301,1,Apartment,651,2000000.0,Andheri West
302,2,Apartment,1000,3200000.0,Ambernath West
311,1,Apartment,650,2000000.0,Andheri West
312,4,Apartment,2100,32500000.0,Santacruz East
314,3,Apartment,1530,28500000.0,Borivali East
318,1,Apartment,560,2500000.0,Nala Sopara
321,1,Apartment,530,2279000.0,Palghar
323,1,Apartment,550,2500000.0,Taloja
326,4,Apartment,1500,56000000.0,Kandivali East
328,1,Apartment,520,2500000.0,Nala Sopara
330,1,Apartment,453,8500000.0,Thane West
331,1,Apartment,650,10000000.0,Parel
335,2,Apartment,920,11000000.0,Kurla
337,1,Apartment,570,5500000.0,Thane West
339,1,Apartment,750,4500000.0,Kalamboli
340,2,Apartment,500,1000000.0,Taloja
342,1,Apartment,677,3000000.0,Panvel
381,1,Apartment,555,1550000.0,Boisar
386,1,Apartment,729,5100000.0,Dahisar
387,2,Apartment,1020,11000000.0,Mira Road East
388,2,Apartment,1035,11500000.0,Mira Road East
389,2,Apartment,1070,8900000.0,Mira Road East
390,2,Apartment,1070,9300000.0,Mira Road East
391,2,Apartment,1050,8300000.0,Mira Road East
392,2,Apartment,1050,8000000.0,Mira Road East
393,2,Apartment,1021,11100000.000000002,Mira Road East
394,2,Apartment,1045,7900000.0,Dahisar
395,2,Apartment,1039,8000000.0,Dahisar
396,2,Apartment,1080,11399999.999999998,Mira Road East
397,2,Apartment,750,7300000.0,Mira Road East
398,1,Apartment,650,6200000.0,Mira Road East
399,2,Apartment,1050,7900000.0,Mira Road East
401,2,Apartment,1020,8500000.0,Mira Road East
402,2,Apartment,785,9300000.0,Mira Road East
403,2,Apartment,765,9100000.0,Mira Road East
404,1,Apartment,850,11500000.0,Mira Road East
405,2,Apartment,850,11100000.000000002,Mira Road East
407,1,Apartment,620,6000000.0,Mira Road East
408,2,Apartment,856,11800000.0,Mira Road East
409,2,Apartment,750,7000000.0,Mira Road East
410,2,Apartment,768,9000000.0,Mira Road East
411,2,Apartment,856,11900000.0,Mira Road East
412,1,Apartment,756,7300000.0,Mira Road East
413,2,Apartment,850,10500000.0,Mira Road East
414,1,Apartment,675,7400000.0,Mira Road East
419,1,Apartment,600,3360000.0,Karanjade
420,1,Apartment,520,2150000.0,Thane West
423,2,Apartment,870,9500000.0,Mira Road East
424,3,Apartment,1665,19900000.0,Mira Road East
425,2,Apartment,1050,9000000.0,Mira Road East
426,1,Apartment,756,7700000.0,Mira Road East
427,1,Apartment,785,7600000.0,Mira Road East
428,2,Apartment,860,3870000.0000000005,Palghar
429,1,Apartment,600,3000000.0,Kharghar
430,1,Studio Apartment,380,1400000.0,Palghar
433,2,Apartment,810,11800000.0,Mira Road East
434,3,Apartment,1200,18500000.0,Mira Road East
435,2,Apartment,856,7900000.0,Mira Road East
436,2,Apartment,856,8000000.0,Mira Road East
437,1,Apartment,629,5500000.0,Dahisar
438,1,Apartment,620,5600000.0,Dahisar
439,2,Apartment,850,7800000.0,Dahisar
440,2,Apartment,850,7900000.0,Dahisar
441,2,Apartment,1350,21500000.0,Mira Road East
442,2,Apartment,1070,9500000.0,Mira Road East
443,2,Apartment,789,9800000.0,Mira Road East
444,1,Apartment,659,5900000.0,Mira Road East
447,1,Apartment,656,6100000.0,Mira Road East
448,2,Apartment,850,7800000.0,Mira Road East
449,2,Apartment,825,11000000.0,Mira Road East
456,2,Apartment,1233,27500000.0,Malad West
457,2,Studio Apartment,415,9500000.0,Girgaon
458,2,Apartment,430,12500000.0,Andheri West
459,2,Apartment,1070,8100000.0,Ulwe
461,1,Apartment,535,2721000.0,Vasai
462,3,Apartment,1180,47500000.0,Dadar West
463,2,Apartment,1090,18000000.0,Kandivali East
464,2,Apartment,850,11500000.0,Mira Road East
467,3,Apartment,1525,32500000.0,Borivali West
468,2,Apartment,965,8500000.0,Bandra West
469,3,Apartment,1300,23000000.0,Powai
471,1,Apartment,655,5000000.0,Kalyan West
472,2,Apartment,950,34000000.0,Mahim
473,1,Apartment,560,2100000.0,Neral
475,2,Apartment,941,3700000.0,Kalyan East
517,2,Apartment,1227,9100000.0,Ulwe
518,3,Apartment,1152,8800000.0,Ulwe
519,4,Apartment,1135,6200000.0,Dombivali
520,1,Studio Apartment,400,2300000.0,Ulwe
521,1,Apartment,580,8000000.0,Ghatkopar West
522,1,Apartment,420,10000000.0,Andheri West
525,1,Apartment,500,7700000.0,Mira Road East
527,4,Independent House,1490,18000000.0,Nala Sopara
530,1,Apartment,685,4500000.0,Kalyan West
534,3,Apartment,1980,17500000.0,Mulund East
535,3,Apartment,1750,57500000.0,Powai
536,1,Apartment,650,2762000.0,Taloja
537,2,Apartment,1000,6850000.0,Kharghar
539,1,Studio Apartment,400,1800000.0,Badlapur East
541,2,Apartment,1265,15500000.0,Thane West
543,1,Apartment,625,2190000.0,Kamothe
544,3,Apartment,1350,21000000.0,Thane West
545,1,Apartment,675,2800000.0,other
546,1,Apartment,700,2851000.0,other
548,1,Apartment,770,4200000.0,Kharghar
549,3,Apartment,1062,7500000.0,other
550,3,Apartment,1360,27000000.0,Ghatkopar West
552,2,Apartment,1100,19900000.0,Chembur
555,2,Apartment,1090,11600000.0,Mira Road East
556,2,Apartment,989,3700000.0,Ambernath West
557,1,Studio Apartment,275,4500000.0,Andheri East
560,3,Apartment,1400,14000000.0,other
561,2,Apartment,1152,8400000.0,Ulwe
562,2,Apartment,800,25000000.0,Ville Parle East
563,2,Apartment,672,10300000.0,Thane West
564,1,Apartment,330,4998000.0,Thane West
565,1,Apartment,343,5195000.0,Thane West
566,2,Apartment,659,10100000.0,Thane West
567,2,Apartment,489,7498000.0,Thane West
568,2,Apartment,505,7744000.0,Thane West
570,2,Apartment,1000,27500000.0,Ville Parle East
571,3,Apartment,875,5000000.0,Vasai
573,1,Apartment,650,3800000.0,Panvel
574,2,Apartment,1145,7500000.0,Panvel
575,1,Apartment,575,6000000.0,Kalwa
576,3,Apartment,1300,31900000.0,Borivali East
577,1,Apartment,670,2650000.0,Badlapur East
578,2,Apartment,1150,5900000.0,Kharghar
579,2,Apartment,1100,7998999.999999999,Khar
580,1,Apartment,700,4899000.0,Naigaon East
582,5,Apartment,2920,120000000.0,Santacruz West
583,2,Apartment,980,4597000.0,Dombivali
584,2,Apartment,1150,17500000.0,Nerul
585,2,Apartment,978,19000000.0,Mulund West
586,1,Apartment,565,1950000.0,Nala Sopara
587,2,Apartment,850,4000000.0,Nala Sopara
596,1,Apartment,750,8400000.0,Thane West
597,1,Apartment,650,13400000.0,Kanjurmarg
598,2,Apartment,964,5450000.0,Dombivali
601,1,Apartment,650,3900000.0,Ulwe
602,2,Apartment,425,2154000.0,Dahisar
603,2,Apartment,935,4450000.0,Ambernath West
604,1,Apartment,450,8900000.0,other
607,3,Apartment,1655,25500000.0,Powai
608,1,Apartment,512,6500000.0,Ulwe
609,3,Apartment,1275,6998999.999999999,Nala Sopara
610,2,Apartment,854,15500000.0,Santacruz East
611,2,Apartment,830,5661000.0,Kalyan West
612,1,Apartment,540,10000000.0,Ghatkopar West
613,2,Apartment,1080,19000000.0,Malad West
615,2,Apartment,790,37500000.0,Bandra West
616,1,Apartment,660,7100000.0,Airoli
620,2,Apartment,1230,13500000.0,Mira Road East
622,1,Apartment,600,9500000.0,Goregaon West
623,2,Apartment,850,5950000.0,Vasai
624,1,Apartment,600,23500000.0,Santacruz West
625,1,Apartment,395,5599000.0,Bhayandar East
626,1,Apartment,496,1500000.0,Boisar
629,3,Apartment,1090,11000000.0,Mira Road East
630,2,Apartment,658,13000000.0,Andheri East
631,1,Apartment,475,1750000.0,Palghar
633,3,Apartment,1800,36000000.0,Andheri West
634,2,Apartment,1250,8900000.0,Seawoods
635,1,Apartment,800,5500000.0,Andheri West
636,2,Apartment,528,2419000.0,Karjat
638,1,Apartment,276,1400000.0,Karjat
644,2,Apartment,870,14500000.0,Kandivali East
645,1,Apartment,464,12500000.0,Kandivali West
647,1,Apartment,600,2100000.0,Dombivali
648,1,Apartment,500,13000000.0,Sewri
649,1,Apartment,638,2550000.0,Ambernath East
650,2,Apartment,700,2500000.0,Dombivali
651,1,Apartment,780,8500000.0,Kurla
652,1,Apartment,650,7590000.000000001,Thane West
653,1,Apartment,610,5200000.0,Ulwe
654,1,Apartment,550,3400000.0,Nala Sopara
655,2,Apartment,909,6000000.0,Nilje Gaon
657,1,Apartment,640,2300000.0,Badlapur West
666,2,Apartment,1075,5100000.0,Dombivali
669,1,Apartment,650,20000000.0,Andheri West
670,3,Apartment,1925,90000000.0,Prabhadevi
671,1,Apartment,630,2500000.0,Khopoli
673,1,Apartment,729,4100000.0,Panvel
675,2,Apartment,1037,13000000.0,Thane West
679,3,Apartment,1300,39900000.0,Matunga
680,2,Apartment,670,10500000.0,Kandivali East
691,2,Apartment,670,1800000.0,Boisar
692,1,Apartment,729,4200000.0,Panvel
701,1,Apartment,675,4800000.0,Karanjade
711,2,Apartment,900,16000000.0,Malad West
712,1,Apartment,602,3400000.0,Panvel
713,1,Apartment,1111,11100000.000000002,Kandivali East
714,4,Apartment,2000,120000000.0,Santacruz West
717,1,Studio Apartment,375,1181000.0,Karjat
718,1,Apartment,400,1250000.0,Karjat
729,3,Apartment,3300,120000000.0,Lower Parel
731,2,Apartment,1134,7500000.0,Taloja
734,2,Apartment,715,16500000.0,Andheri East
742,4,Apartment,1700,8700000.0,Vasai
743,1,Apartment,550,2500000.0,Thane West
744,2,Apartment,660,16000000.0,Mulund West
745,2,Apartment,850,22500000.0,Andheri East
747,2,Apartment,800,3200000.0,Titwala
749,2,Apartment,1380,5500000.0,Ambernath East
751,2,Studio Apartment,421,9200000.0,Andheri East
758,1,Apartment,672,5000000.0,Shil Phata
770,1,Apartment,533,8800000.0,Vikhroli
777,1,Apartment,700,8900000.0,Goregaon East
786,2,Apartment,770,18000000.0,Ghatkopar East
807,2,Apartment,1005,8200000.0,Panvel
810,2,Apartment,771,17500000.0,Kandivali West
833,1,Apartment,800,13500000.0,Chembur
838,1,Studio Apartment,675,4800000.0,Dombivali
847,3,Apartment,2250,130000000.0,Napeansea Road
868,1,Apartment,670,2800000.0,Taloja
873,2,Apartment,860,3800000.0,Palghar
900,2,Apartment,775,2700000.0,Ambernath East
908,1,Studio Apartment,310,7500000.0,Powai
912,1,Apartment,575,9700000.0,Bhandup West
921,1,Apartment,665,2785000.0,Ambernath West
922,3,Apartment,1115,6600000.0,Virar
923,1,Apartment,650,3600000.0,Bhiwandi
925,2,Apartment,750,5600000.0,Dombivali
929,2,Apartment,960,4000000.0,Ambernath West
933,3,Apartment,1700,28000000.0,Koper Khairane
936,1,Apartment,625,3100000.0,other
937,1,Apartment,765,9200000.0,Seawoods
948,2,Apartment,1150,26100000.0,Santacruz East
952,3,Apartment,2000,17500000.0,Dadar West
954,2,Apartment,3000,20000000.0,Dadar West
958,2,Apartment,1150,6000000.0,Badlapur East
959,3,Apartment,1200,3990000.0,Boisar
967,1,Studio Apartment,560,16000000.0,Santacruz West
974,1,Apartment,620,2400000.0,Karjat
980,3,Apartment,880,18500000.0,Mulund West
1006,2,Apartment,950,7750000.0,Dombivali
1007,2,Apartment,830,7300000.0,Anjurdive
1008,1,Apartment,485,1895000.0,Panvel
1013,1,Apartment,590,2875000.0,Dombivali
1015,4,Independent House,6000,65000000.0,Borivali West
1019,2,Apartment,1270,4900000.0,Kharghar
1030,1,Apartment,340,2458000.0,Taloja
1031,1,Apartment,447,3232000.0,Taloja
1040,3,Apartment,1380,37000000.0,Ghatkopar East
1042,1,Apartment,600,3485000.0,Ulwe
1043,1,Apartment,615,3431000.0,Ulwe
1045,1,Apartment,600,3450000.0,Ulwe
1046,1,Studio Apartment,425,2245000.0,Ulwe
1047,4,Apartment,2500,50000000.0,Bhandup West
1049,2,Apartment,624,11500000.0,Dahisar
1050,1,Apartment,750,8000000.0,Mira Road East
1054,2,Apartment,1020,23000000.0,Powai
1056,1,Studio Apartment,425,2396000.0,Ulwe
1057,1,Apartment,600,3477000.0000000005,Ulwe
1058,1,Apartment,600,3438000.0000000005,Ulwe
1061,2,Apartment,611,17700000.0,Borivali West
1062,2,Apartment,558,16000000.0,Borivali West
1069,1,Apartment,615,2330000.0,Khopoli
1070,2,Apartment,1100,18500000.0,Thane West
1071,2,Apartment,853,9900000.0,Thane West
1076,2,Apartment,1155,8785000.0,Mira Road East
1080,2,Apartment,820,2862000.0,Karjat
1084,3,Apartment,1400,20000000.0,Thane West
1090,1,Apartment,623,5600000.0,Mira Road East
1091,2,Apartment,733,8500000.0,Mira Road East
1092,2,Apartment,970,8500000.0,Mira Road East
1095,2,Apartment,1283,26000000.0,Wadala
1096,2,Apartment,799,11900000.0,Thane West
1097,2,Apartment,960,10800000.0,Thane West
1098,1,Apartment,650,7900000.0,Thane West
1101,2,Apartment,999,8700000.0,Bhayandar East
1103,1,Apartment,769,6300000.0,Mira Road East
1104,1,Apartment,553,5900000.0,Mira Road East
1105,1,Apartment,666,6300000.0,Mira Road East
1127,2,Apartment,1048,8180000.0,Mira Road East
1128,3,Apartment,1545,31500000.0,Powai
1129,1,Apartment,650,5600000.0,Thane West
1130,1,Apartment,450,4400000.0,Thane West
1131,1,Apartment,650,6100000.0,Thane West
1132,3,Apartment,1040,21500000.0,Kandivali East
1141,1,Apartment,645,3800000.0,Panvel
1146,2,Apartment,1050,6500000.0,Taloje
1148,1,Apartment,782,6200000.0,Mira Road East
1149,2,Apartment,820,8201000.000000001,Mira Road East
1151,2,Apartment,867,8800000.0,Mira Road East
1153,2,Apartment,850,10900000.0,Bhayandar East
1154,1,Apartment,616,6900000.0,Bhayandar East
1160,1,Apartment,650,22500000.0,other
1163,2,Apartment,1055,8456000.0,Mira Road East
1164,1,Apartment,674,6310000.0,Mira Road East
1165,2,Apartment,950,8122000.0,Mira Road East
1166,2,Apartment,999,8341000.0,Mira Road East
1175,1,Apartment,747,6520999.999999999,Mira Road East
1176,2,Apartment,1020,7873999.999999999,Mira Road East
1177,2,Apartment,1025,9122000.0,Mira Road East
1179,2,Apartment,1137,7900000.0,Mira Road East
1188,1,Apartment,652,6500000.0,Mira Road East
1196,1,Apartment,625,3300000.0,Dronagiri
1221,2,Apartment,912,8400000.0,Mira Road East
1226,1,Apartment,575,6700000.0,Mira Road East
1227,2,Apartment,816,9200000.0,Mira Road East
1228,3,Apartment,1144,15200000.0,Mira Road East
1234,1,Apartment,600,2480000.0,Karjat
1235,1,Apartment,443,13500000.0,Girgaon
1236,2,Apartment,840,10000000.0,Thane West
1237,2,Apartment,790,11900000.0,Thane West
1238,2,Apartment,680,8800000.0,Thane West
1239,2,Apartment,760,10500000.0,Thane West
1240,2,Apartment,760,10400000.0,Thane West
1241,1,Apartment,667,7000000.0,Thane West
1244,2,Apartment,680,16500000.0,Thane West
1245,2,Apartment,698,8400000.0,Thane West
1246,2,Apartment,850,11500000.0,Thane West
1247,3,Apartment,1070,14000000.0,Thane West
1249,2,Apartment,890,17500000.0,Malad West
1250,1,Apartment,750,3500000.0,Ambernath East
1251,2,Apartment,830,24200000.0,Kanjurmarg
1252,3,Apartment,1845,23500000.0,Thane West
1253,3,Apartment,1845,23700000.0,Thane West
1255,1,Apartment,610,6500000.0,Mira Road East
1256,2,Apartment,1050,4000000.0,Ambernath East
1260,2,Apartment,750,9000000.0,Thane West
1261,3,Apartment,1300,8500000.0,Vasai
1262,2,Apartment,810,12000000.0,Thane West
1263,2,Apartment,1250,18000000.0,Nerul
1264,3,Apartment,1600,42500000.0,Powai
1265,3,Apartment,1600,47500000.0,Powai
1266,3,Apartment,1650,45000000.0,Powai
1267,2,Apartment,1100,19000000.0,Bhiwandi
1268,2,Apartment,900,4500000.0,other
1271,1,Apartment,610,5500000.0,Mira Road East
1272,2,Apartment,750,8800000.0,Mira Road East
1273,2,Apartment,780,11500000.0,Mira Road East
1274,2,Apartment,900,9860000.0,Mira Road East
1276,2,Apartment,950,7600000.0,Mira Road East
1278,1,Apartment,696,6000000.0,Mira Road East
1279,3,Apartment,1275,25099999.999999996,Kandivali East
1283,3,Apartment,1620,20000000.0,Thane West
1286,1,Studio Apartment,390,2200000.0,Dronagiri
1287,1,Apartment,550,7000000.0,Mira Road East
1288,3,Apartment,1450,17500000.0,Vashi
1294,2,Apartment,990,9500000.0,Mira Road East
1295,1,Apartment,520,7800000.0,Kandivali East
1298,2,Apartment,890,21000000.0,Kandivali East
1304,3,Apartment,1650,39000000.0,Thane West
1305,2,Apartment,790,3550000.0,Virar
1307,2,Apartment,800,18500000.0,Malad West
1308,1,Apartment,560,6700000.0,Mira Road East
1309,1,Apartment,500,14000000.0,Lower Parel
1310,1,Studio Apartment,410,2500000.0,Ulwe
1311,3,Apartment,1650,17500000.0,Ulwe
1312,1,Apartment,495,5300000.0,Mira Road East
1313,3,Apartment,1400,75000000.0,Girgaon
1314,3,Apartment,2000,80000000.0,Tardeo
1315,3,Apartment,1575,95000000.0,Tardeo
1316,3,Villa,1300,16000000.0,Vasai
1318,3,Apartment,1315,28000000.0,Wadala
1319,3,Apartment,1255,27500000.0,Wadala
1320,3,Apartment,1315,31000000.0,Wadala
1321,2,Apartment,955,18000000.0,Wadala
1322,1,Apartment,575,11500000.0,Parel
1323,2,Apartment,1350,28500000.0,Wadala
1324,2,Apartment,1400,27500000.0,Wadala
1325,2,Apartment,965,16500000.0,Wadala
1326,1,Apartment,650,2600000.0,Ambernath East
1328,2,Apartment,1280,9000000.0,Ulwe
1329,3,Apartment,1350,8500000.0,Vasai
1330,1,Studio Apartment,410,1900000.0,Panvel
1331,1,Apartment,500,14400000.0,Lower Parel
1332,2,Apartment,1050,10500000.0,Thane West
1333,2,Apartment,1026,42500000.0,Lower Parel
1334,3,Apartment,1340,10000000.0,Vasai
1335,2,Apartment,800,13500000.0,Bhandup West
1336,2,Apartment,700,8200000.0,Thane West
1337,2,Apartment,675,13000000.0,Bhandup West
1338,2,Apartment,814,14500000.0,Bhandup West
1339,2,Apartment,800,18500000.0,Bhandup West
1345,2,Apartment,1055,17500000.0,Ghatkopar West
1346,1,Studio Apartment,450,7300000.0,Ghatkopar West
1347,1,Apartment,765,8500000.0,Ghatkopar West
1349,1,Apartment,670,3800000.0,Ulwe
1350,3,Apartment,1149,3600000.0,Khar
1351,1,Apartment,644,11000000.0,Ghatkopar West
1352,1,Apartment,620,3935000.0,Virar
1353,1,Apartment,580,5300000.0,Mira Road East
1354,2,Apartment,965,8200000.0,Mira Road East
1355,1,Apartment,650,6800000.0,Mira Road East
1356,1,Apartment,450,5500000.0,Mira Road East
1357,1,Apartment,560,5600000.0,Mira Road East
1358,1,Apartment,650,5200000.0,Mira Road East
1360,2,Apartment,800,4200000.0,Kalyan West
1361,1,Apartment,550,3700000.0,Kalyan West
1362,2,Apartment,1050,7300000.0,Kalyan West
1363,2,Apartment,980,8000000.0,Mira Road East
1364,1,Apartment,660,6000000.0,Mira Road East
1365,1,Apartment,630,5900000.0,Mira Road East
1366,1,Apartment,660,4850000.0,Mira Road East
1367,1,Apartment,650,5500000.0,Mira Road East
1368,1,Apartment,550,4500000.0,Mira Road East
1369,1,Apartment,685,6500000.0,Mira Road East
1370,2,Apartment,1020,8000000.0,Mira Road East
1371,1,Apartment,768,7000000.0,Mira Road East
1373,1,Apartment,700,7800000.0,Mira Road East
1374,1,Apartment,638,7000000.0,Mira Road East
1375,1,Apartment,580,6500000.0,Mira Road East
1376,1,Apartment,658,5800000.0,Mira Road East
1378,1,Apartment,650,6000000.0,Mira Road East
1379,1,Apartment,630,7500000.0,Mira Road East
1380,1,Apartment,680,6800000.0,Mira Road East
1381,1,Apartment,525,5200000.0,Mira Road East
1382,1,Apartment,620,7200000.0,Mira Road East
1383,2,Apartment,1020,10100000.0,Mira Road East
1384,1,Apartment,685,6000000.0,Mira Road East
1385,1,Apartment,768,7009999.999999999,Mira Road East
1386,1,Apartment,768,7200000.0,Mira Road East
1387,1,Apartment,768,7300000.0,Mira Road East
1388,1,Apartment,700,7200000.0,Mira Road East
1389,1,Apartment,650,6500000.0,Mira Road East
1390,2,Apartment,985,9000000.0,Mira Road East
1391,1,Apartment,685,7000000.0,Mira Road East
1394,1,Apartment,685,5000000.0,Mira Road East
1395,1,Apartment,658,5000000.0,Mira Road East
1396,1,Apartment,495,5400000.0,Mira Road East
1397,1,Apartment,590,3600000.0,other
1398,2,Apartment,990,7200000.0,Vasai
1399,2,Apartment,980,7000000.0,Vasai
1400,1,Apartment,650,3000000.0,other
1401,3,Apartment,1250,12000000.0,Vasai
1402,3,Apartment,1255,22000000.0,Ghatkopar East
1403,3,Apartment,1060,12900000.0,Thane West
1404,2,Apartment,1000,17000000.0,Malad East
1405,3,Apartment,1255,21900000.0,Ghatkopar East
1408,3,Apartment,1255,21800000.0,Ghatkopar East
1412,2,Apartment,1255,21800000.0,Ghatkopar East
1413,2,Apartment,1155,21000000.0,Ghatkopar East
1414,2,Apartment,1155,21100000.0,Ghatkopar East
1415,2,Apartment,1155,21200000.0,Ghatkopar East
1418,2,Apartment,1150,21000000.0,Ghatkopar East
1419,2,Apartment,1050,21000000.0,Ghatkopar East
1420,2,Apartment,1150,20800000.0,Ghatkopar East
1421,2,Apartment,1055,21100000.0,Ghatkopar East
1423,2,Apartment,1150,20900000.0,Ghatkopar East
1424,1,Apartment,600,18500000.0,Colaba
1425,2,Apartment,850,16000000.0,Goregaon East
1426,1,Apartment,725,4600000.0,Dronagiri
1427,1,Apartment,720,4000000.0,Dronagiri
1429,2,Apartment,1350,35000000.0,Andheri West
1430,2,Apartment,850,17500000.0,Malad West
1431,1,Apartment,400,16000000.0,Colaba
1434,1,Apartment,565,3100000.0,Panvel
1435,1,Studio Apartment,545,9500000.0,Wadala
1436,1,Studio Apartment,340,1800000.0,Panvel
1437,1,Studio Apartment,380,1580000.0,Karjat
1467,2,Apartment,850,9000000.0,Thane West
1469,1,Apartment,700,6800000.0,Panvel
1471,1,Apartment,677,3500000.0,Panvel
1472,1,Apartment,637,4000000.0,Dombivali
1473,2,Apartment,650,6200000.0,Mira Road East
1474,2,Apartment,775,15000000.0,Bhandup West
1475,2,Apartment,1000,12200000.0,Thane West
1476,2,Apartment,1050,12500000.0,Thane West
1477,1,Apartment,660,4700000.0,Mira Road East
1478,1,Apartment,650,4800000.0,Mira Road East
1479,2,Apartment,984,7500000.0,Mira Road East
1480,1,Apartment,650,4400000.0,Mira Road East
1482,2,Apartment,984,7511000.0,Mira Road East
1483,2,Apartment,850,9000000.0,Mira Road East
1484,1,Apartment,580,5200000.0,Mira Road East
1485,1,Apartment,680,8000000.0,Thane West
1486,4,Apartment,1950,30000000.0,Thane West
1487,4,Apartment,1950,29000000.0,Thane West
1488,2,Apartment,810,10500000.0,Thane West
1490,1,Apartment,700,2500000.0,Ambernath West
1492,1,Apartment,644,10500000.0,Ghatkopar West
1493,2,Apartment,950,9500000.0,Mira Road East
1494,4,Apartment,2600,79000000.0,Wadala
1495,2,Apartment,800,9000000.0,Thane West
1496,3,Apartment,1560,21000000.0,Thane West
1497,1,Apartment,620,8800000.0,Powai
1498,2,Apartment,1115,13000000.0,Thane West
1499,2,Apartment,1100,12500000.0,Thane West
1501,2,Apartment,1050,11500000.0,Thane West
1502,2,Apartment,1050,11000000.0,Thane West
1503,2,Apartment,1150,13500000.0,Thane West
1504,2,Apartment,980,8500000.0,Thane West
1505,3,Apartment,1450,19000000.0,Thane West
1506,3,Apartment,1250,17500000.0,Thane West
1509,3,Apartment,1679,100000000.0,Tardeo
1510,1,Apartment,470,4600000.0,Mira Road East
1511,2,Apartment,1050,17000000.0,Thane West
1518,2,Apartment,800,10500000.0,Thane West
1519,3,Apartment,1300,25000000.0,Thane West
1521,3,Apartment,689,23000000.0,Kharghar
1525,3,Apartment,836,29400000.0,Kharghar
1527,2,Apartment,546,18000000.0,Kharghar
1529,2,Apartment,484,16000000.0,Kharghar
1530,3,Apartment,690,18000000.0,Kharghar
1531,3,Apartment,763,23000000.0,Kharghar
1538,2,Apartment,800,7800000.0,Thane West
1539,2,Apartment,1032,18500000.0,Kandivali East
1540,2,Apartment,1004,18100000.0,Kandivali East
1541,2,Apartment,994,17800000.0,Kandivali East
1542,2,Apartment,953,17200000.0,Kandivali East
1543,1,Apartment,594,11299999.999999998,Kandivali East
1553,4,Apartment,1593,32300000.0,Panvel
1554,2,Apartment,638,11600000.0,Panvel
1555,2,Apartment,643,12000000.0,Panvel
1558,3,Apartment,1115,22000000.0,Panvel
1560,3,Apartment,1153,22500000.0,Panvel
1562,3,Apartment,1785,25000000.0,Panvel
1564,3,Apartment,993,21000000.0,Panvel
1566,2,Apartment,661,13000000.0,Panvel
1568,3,Apartment,1013,21500000.0,Panvel
1570,4,Apartment,1605,32300000.0,Panvel
1572,3,Apartment,1850,42500000.0,Goregaon East
1587,3,Apartment,1950,46000000.0,Andheri West
1599,2,Apartment,950,9890000.0,Mira Road East
1600,1,Apartment,600,7500000.0,Bhandup West
1601,2,Apartment,900,16000000.0,Bhandup West
1602,1,Studio Apartment,260,2900000.0,Santacruz East
1621,2,Apartment,1100,9600000.0,Panvel
1622,2,Apartment,1150,11000000.0,Panvel
1623,1,Studio Apartment,330,1080000.0,Karjat
1624,1,Studio Apartment,430,2100000.0,Dronagiri
1628,3,Apartment,1010,12800000.0,Mira Road East
1631,1,Apartment,690,5950000.0,Mira Road East
1633,1,Apartment,600,7100000.0,Mira Road East
1637,2,Apartment,1000,23700000.0,Malad East
1640,2,Apartment,850,4200000.0,Ambernath East
1642,1,Apartment,495,2615000.0,Dombivali
1644,1,Apartment,560,6000000.0,Mira Road East
1645,1,Apartment,500,14100000.0,Lower Parel
1647,2,Apartment,950,7000000.0,Vasai
1676,4,Apartment,1900,35000000.0,Thane West
1677,1,Apartment,623,6200000.0,Mira Road East
1680,2,Apartment,990,9200000.0,Thane West
1692,1,Apartment,756,6200000.0,Mira Road East
1693,2,Apartment,1060,9500000.0,Mira Road East
1697,1,Apartment,740,6458000.0,Mira Road East
