,bhk,type,area,price,region
63806,3,Apartment,1212,25000000.0,Sion
63807,1,Apartment,705,12500000.0,Borivali East
63809,1,Apartment,590,1850000.0,Virar
63812,1,Apartment,690,2200000.0,Virar
63816,4,Apartment,5040,152500000.0,Bandra West
63818,3,Apartment,1494,35000000.0,Malad East
63824,2,Apartment,740,24500000.0,Ghatkopar East
63829,2,Apartment,920,4000000.0,Badlapur East
63830,2,Apartment,900,3200000.0,Badlapur East
63832,2,Apartment,1180,8500000.0,Ulwe
63834,2,Apartment,980,3500000.0,Virar
63839,1,Studio Apartment,375,2300000.0,other
63841,1,Apartment,630,6200000.0,other
63843,1,Apartment,640,4200000.0,Ulwe
63847,2,Apartment,1000,43000000.0,Parel
63848,2,Apartment,946,22000000.0,Ghatkopar East
63852,4,Apartment,5040,200000000.0,Bandra West
63859,2,Apartment,1140,10500000.0,Ulwe
63860,2,Apartment,1160,9500000.0,Ulwe
63861,1,Apartment,635,3900000.0,Ulwe
63862,2,Apartment,980,6800000.0,Ulwe
63864,2,Apartment,1070,9500000.0,Ulwe
63865,1,Apartment,508,10500000.0,Vikhroli
63866,1,Apartment,580,1500000.0,Nala Sopara
63867,1,Apartment,610,1800000.0,Nala Sopara
63868,1,Apartment,555,1500000.0,Nala Sopara
63869,1,Apartment,500,2500000.0,Nala Sopara
63870,1,Apartment,580,2000000.0,Nala Sopara
63872,1,Apartment,610,2100000.0,Nala Sopara
63873,1,Apartment,595,1500000.0,Nala Sopara
63874,1,Apartment,650,2450000.0,Nala Sopara
63875,1,Apartment,550,2800000.0,Nala Sopara
63877,1,Apartment,650,2050000.0,Virar
63878,1,Apartment,650,2250000.0,Virar
63879,1,Apartment,580,1600000.0,Nala Sopara
63880,1,Apartment,600,4500000.0,Bhiwandi
63881,1,Apartment,630,6700000.0,Kalwa
63884,1,Apartment,510,1500000.0,Nala Sopara
63885,1,Apartment,689,5500000.0,Ulwe
63890,2,Apartment,948,13000000.0,Malad East
63922,3,Apartment,1741,28000000.0,Malad East
63924,3,Apartment,1815,31000000.0,Malad East
63925,3,Apartment,1815,29000000.0,Malad East
63926,4,Apartment,2808,46000000.0,Malad East
63940,2,Apartment,1005,13000000.0,Kandivali West
63942,2,Apartment,1005,13500000.0,Kandivali West
63943,2,Apartment,1080,14500000.0,Kandivali West
63945,2,Apartment,1080,15000000.0,Kandivali West
63958,4,Apartment,2419,39000000.0,Malad East
64011,4,Apartment,2419,41000000.0,Malad East
64028,2,Apartment,1050,7000000.0,other
64029,2,Apartment,1200,6800000.0,Ulwe
64031,1,Apartment,620,4700000.0,Ulwe
64032,1,Apartment,650,4500000.0,Ulwe
64033,1,Apartment,680,4200000.0,Ulwe
64037,2,Apartment,1400,8500000.0,Ulwe
64038,3,Apartment,1212,41400000.0,Ville Parle East
64039,3,Apartment,1508,70000000.0,Juhu
64041,1,Apartment,480,9000000.0,Ghatkopar East
64042,2,Apartment,1200,8200000.0,Ulwe
64043,3,Apartment,1585,13500000.0,Ulwe
64046,1,Apartment,673,13400000.0,Chembur
64048,2,Apartment,741,22500000.0,Ghatkopar East
64049,2,Apartment,626,16200000.000000002,Ghatkopar East
64050,2,Apartment,572,14000000.0,Ghatkopar East
64053,2,Apartment,663,18500000.0,Chembur
64056,4,Apartment,1344,73800000.0,Juhu
64057,2,Apartment,1260,10500000.0,Ulwe
64058,2,Apartment,1070,8800000.0,Ulwe
64063,1,Apartment,715,4800000.0,Ulwe
64066,2,Apartment,980,6000000.0,Ulwe
64067,2,Apartment,1200,7500000.0,Ulwe
64071,3,Apartment,1750,13000000.0,Ulwe
64075,2,Apartment,1225,9800000.0,Ulwe
64076,5,Apartment,3000,32500000.0,Ulwe
64077,3,Apartment,2240,25000000.0,Ulwe
64080,1,Apartment,650,4300000.0,Ulwe
64081,2,Apartment,1150,8100000.0,Kurla
64082,1,Apartment,670,5100000.0,Kurla
64083,3,Apartment,2000,150000000.0,Bandra West
64084,3,Apartment,1117,21100000.0,Kurla
64085,1,Apartment,650,5100000.0,Ulwe
64090,3,Apartment,1140,47500000.0,other
64091,4,Apartment,2400,135000000.0,Bandra East
64092,3,Apartment,1560,80000000.0,Bandra East
64093,2,Apartment,916,21100000.0,Kurla
64094,1,Studio Apartment,420,2800000.0,Ulwe
64096,3,Apartment,1400,12500000.0,Ulwe
64099,1,Apartment,690,5500000.0,Ulwe
64108,1,Apartment,600,3800000.0,Ulwe
64114,1,Apartment,650,5800000.0,Ulwe
64116,3,Apartment,1660,12500000.0,Ulwe
64138,2,Apartment,1150,7200000.0,Ulwe
64142,3,Apartment,1225,24000000.0,Bhandup West
64143,3,Apartment,1444,25000000.0,Kanjurmarg
64144,3,Apartment,1350,26500000.0,Kanjurmarg
64148,2,Apartment,1070,4200000.0,Badlapur East
64149,1,Apartment,570,2500000.0,Ambernath West
64158,3,Apartment,2100,18000000.0,Thane West
64173,4,Villa,3500,70000000.0,Thane West
64178,3,Apartment,1260,18500000.0,Thane West
64205,2,Apartment,845,19000000.0,Borivali West
64206,3,Apartment,1254,32500000.0,Borivali West
64208,1,Apartment,503,4300000.0,Ambernath East
64216,2,Apartment,1002,39900000.0,Powai
64217,2,Apartment,990,32500000.0,Powai
64218,1,Apartment,492,14300000.0,Powai
64219,2,Apartment,964,19500000.0,Malad West
64220,3,Apartment,1050,18200000.0,Goregaon West
64223,2,Apartment,790,5500000.0,Kalyan West
64224,1,Apartment,701,9000000.0,Bhandup West
64250,2,Apartment,1100,8500000.0,Kalyan West
64251,2,Apartment,1094,9500000.0,Kalyan West
64283,1,Apartment,423,3000000.0,Bhiwandi
64284,2,Apartment,1300,8500000.0,Kalyan West
64287,2,Apartment,1100,9600000.0,Kalyan West
64290,2,Apartment,1098,8000000.0,Kalyan West
64291,2,Apartment,1200,6300000.0,Kalyan West
64294,2,Apartment,400,6200000.0,other
64295,2,Apartment,951,15500000.0,Malad West
64296,2,Apartment,850,14500000.0,Chembur
64297,3,Apartment,1300,20500000.0,Chembur
64298,3,Apartment,1200,25500000.0,Chembur
64299,4,Apartment,1400,39000000.0,Chembur
64311,3,Apartment,950,23300000.0,Chembur
64314,2,Apartment,880,20000000.0,Chembur
64320,4,Apartment,2280,33500000.0,other
64321,4,Apartment,2250,37500000.0,Thane West
64322,2,Apartment,1250,16000000.0,Thane West
64332,4,Apartment,3440,39000000.0,Thane West
64335,3,Apartment,1750,21000000.0,Thane West
64339,3,Apartment,1570,18000000.0,Thane West
64340,3,Apartment,1600,23500000.0,Thane West
64341,2,Apartment,1216,14500000.0,Thane West
64356,4,Apartment,2272,25000000.0,Thane West
64372,2,Apartment,1232,13000000.0,Thane West
64375,2,Apartment,1365,16000000.0,Thane West
64383,4,Apartment,2815,40000000.0,Thane West
64396,4,Apartment,2480,37500000.0,other
64420,3,Apartment,1600,165000000.0,Thane West
64426,4,Apartment,2813,43500000.0,Thane West
64430,3,Apartment,1600,15500000.0,Thane West
64440,2,Apartment,1150,14000000.0,Thane West
64448,4,Apartment,2200,24000000.0,Thane West
64473,3,Apartment,1800,27500000.0,Thane West
64486,3,Apartment,1650,20500000.0,Thane West
64490,4,Apartment,1950,26500000.0,Thane West
64502,3,Apartment,1550,18000000.0,Thane West
64503,3,Apartment,1850,29000000.0,Thane West
64505,2,Apartment,1150,13000000.0,Thane West
64511,4,Apartment,2650,32500000.0,Thane West
64518,3,Apartment,2080,26800000.0,Thane West
64528,3,Apartment,1747,20600000.0,Thane West
64540,4,Apartment,1750,32500000.0,Thane West
64576,3,Apartment,2128,31000000.0,Thane West
64591,3,Apartment,1650,190000000.0,Thane West
64623,2,Apartment,1065,1150000.0,other
64624,3,Apartment,1760,16000000.0,other
64662,4,Apartment,2200,15500000.0,Thane West
64715,3,Apartment,1350,27500000.0,Thane West
64731,4,Apartment,2800,43500000.0,Thane West
64741,4,Apartment,2100,40000000.0,Thane West
64744,3,Apartment,1750,20500000.0,Thane West
64789,3,Apartment,2020,17500000.0,Thane West
64820,3,Apartment,2200,32500000.0,Thane West
64852,4,Apartment,5600,12000000.0,Thane West
64872,2,Apartment,1250,14500000.0,other
64876,3,Apartment,1760,19000000.0,Thane West
64878,5,Apartment,2850,40000000.0,Thane West
64883,4,Apartment,2813,42500000.0,Thane West
64891,5,Apartment,6500,15000000.0,Thane West
64896,3,Apartment,1440,19000000.0,Thane West
64898,4,Apartment,2513,42500000.0,Thane West
64911,4,Apartment,2700,42500000.0,Thane West
64959,4,Apartment,2480,42500000.0,Thane West
65109,4,Apartment,2700,47500000.0,Thane West
65110,3,Apartment,1715,18500000.0,Thane West
65116,3,Apartment,1680,20000000.0,Thane West
65134,2,Apartment,1480,17000000.0,Thane West
65206,3,Apartment,1715,25000000.0,Thane West
65359,4,Apartment,2920,35000000.0,Thane West
65436,3,Apartment,1570,19000000.0,Thane West
65565,3,Apartment,3280,70000000.0,Thane West
65615,2,Apartment,1150,14800000.0,Thane West
65643,3,Apartment,1600,21500000.0,Thane West
65693,4,Apartment,2815,45000000.0,Thane West
65703,3,Apartment,2000,27500000.0,Thane West
65704,4,Apartment,3540,74100000.0,Ghatkopar East
65710,5,Apartment,3600,42500000.0,Thane West
65870,2,Apartment,1150,8500000.0,Kalyan West
65871,2,Apartment,1350,14000000.0,Kalyan West
65892,2,Apartment,894,14400000.0,Thane West
65896,4,Apartment,2608,48500000.0,Thane West
65897,3,Apartment,1916,33000000.0,Thane West
65904,1,Apartment,673,5300000.0,Dombivali
65914,1,Apartment,650,4800000.0,Kalyan West
65915,4,Apartment,2200,46000000.0,Kandivali West
65916,2,Apartment,933,21500000.0,Kandivali West
65917,2,Apartment,906,20000000.0,Kandivali West
65918,3,Apartment,1097,30000000.0,Kandivali West
65919,2,Apartment,933,22000000.0,Kandivali West
65920,2,Apartment,1049,27000000.0,Borivali West
65921,3,Apartment,1203,29000000.0,Borivali West
65922,3,Apartment,1900,46000000.0,other
65926,3,Apartment,1166,31100000.0,Borivali West
65929,1,Apartment,600,12500000.0,Mulund West
65932,1,Apartment,650,12000000.0,Kanjurmarg
65933,3,Apartment,1450,23000000.0,Kanjurmarg
65934,2,Apartment,400,6600000.0,Borivali East
65935,1,Apartment,330,6600000.0,Borivali East
65966,2,Apartment,530,17500000.0,Andheri West
65967,2,Apartment,975,17000000.0,Chembur
65977,2,Apartment,944,6600000.0,Kalyan West
66002,3,Independent House,2500,37500000.0,other
66003,4,Apartment,3865,38500000.0,Patlipada
66094,2,Apartment,598,5000000.0,Kalyan West
66095,2,Apartment,1250,8000000.0,Kalyan West
66096,2,Apartment,927,6600000.0,Kalyan West
66134,1,Apartment,730,4100000.0,Ambernath East
66138,3,Apartment,1665,34000000.0,Borivali West
66140,3,Apartment,1257,26500000.0,Kandivali West
66142,3,Apartment,1980,30000000.0,Malad West
66143,3,Apartment,1650,42500000.0,Borivali West
66147,3,Apartment,1500,28500000.0,Malad East
66148,1,Apartment,548,13000000.0,Borivali West
66149,2,Apartment,1290,18000000.0,Goregaon East
66159,3,Apartment,1750,25000000.0,Kandivali East
66165,1,Apartment,1200,4000000.0,Panvel
66166,2,Apartment,753,4700000.0,other
66167,3,Apartment,1250,26000000.0,Bhandup West
66168,3,Apartment,1000,23000000.0,Bhandup West
66169,2,Apartment,900,19500000.0,Bhandup West
66170,2,Apartment,800,16500000.0,Kanjurmarg
66172,3,Apartment,1835,26500000.0,Thane West
66173,2,Apartment,1220,16200000.000000002,Thane West
66174,1,Apartment,481,4300000.0,Shil Phata
66197,3,Apartment,1595,11000000.0,Kalyan West
66199,3,Apartment,1500,12000000.0,Kalyan West
66213,2,Apartment,1290,47000000.0,Parel
66215,2,Apartment,1288,53000000.0,Worli
66217,3,Apartment,2632,110000000.0,Lower Parel
66218,3,Apartment,3059,120000000.0,Lower Parel
66219,4,Villa,7500,350000000.0,Lower Parel
66227,3,Apartment,1437,24000000.0,Borivali East
66228,3,Apartment,1437,23000000.0,Borivali East
66229,2,Apartment,1174,17500000.0,Borivali East
66230,2,Apartment,1174,17200000.0,Borivali East
66231,2,Apartment,963,15000000.0,Borivali East
66232,2,Apartment,963,14000000.0,Borivali East
66233,1,Apartment,787,12000000.0,Borivali East
66234,1,Apartment,787,11800000.0,Borivali East
66236,2,Apartment,975,3500000.0,Badlapur East
66237,2,Apartment,950,4200000.0,Badlapur East
66238,2,Apartment,1050,3800000.0,Badlapur East
66239,1,Apartment,710,2800000.0,Badlapur East
66242,2,Apartment,925,5100000.0,Virar
66243,1,Apartment,485,3200000.0,Virar
66245,1,Apartment,635,2700000.0,Virar
66246,1,Apartment,523,3850000.0,Virar
66248,1,Apartment,670,2200000.0,Badlapur West
66250,1,Apartment,650,1800000.0,Badlapur East
66251,1,Apartment,650,8700000.0,Bhandup East
66252,1,Apartment,680,2800000.0,Badlapur East
66253,2,Apartment,980,4500000.0,Badlapur East
66259,2,Apartment,1200,4500000.0,Badlapur East
66263,1,Apartment,620,3100000.0,Virar
66269,3,Apartment,1750,19000000.0,Seawoods
66270,1,Studio Apartment,320,900000.0,Virar
66271,1,Apartment,425,2900000.0,Virar
66273,1,Apartment,375,2900000.0,Virar
66274,1,Apartment,385,2850000.0,Virar
66275,1,Apartment,385,3400000.0,Virar
66276,1,Apartment,425,2600000.0,Virar
66277,1,Apartment,413,3100000.0,Virar
66278,1,Apartment,655,3400000.0,Virar
66279,2,Apartment,995,4500000.0,Virar
66281,1,Apartment,719,7700000.0,other
66283,3,Apartment,1478,11800000.0,Kalyan West
66284,3,Apartment,1547,9500000.0,Kalyan West
66285,1,Apartment,456,6300000.0,Kalyan West
66286,2,Apartment,965,7500000.0,Kalyan West
66298,2,Apartment,500,10000000.0,Borivali West
66330,3,Apartment,1470,11000000.0,Kalyan West
66331,2,Apartment,1050,5900000.0,Kalyan West
66333,1,Apartment,680,4000000.0,Kalyan West
66334,1,Apartment,230,5000000.0,Borivali East
66336,1,Apartment,380,8000000.0,Borivali East
66337,4,Apartment,1600,11000000.0,Kalyan West
66338,1,Apartment,680,4300000.0,Kalyan West
66339,2,Apartment,1300,12500000.0,Kalyan West
66344,1,Apartment,429,3300000.0,Kalyan West
66348,3,Apartment,1350,28500000.0,other
66355,3,Apartment,1300,26500000.0,Chembur
66356,3,Apartment,1350,36500000.0,Ghatkopar East
66357,1,Apartment,675,14000000.0,Ghatkopar East
66360,1,Apartment,625,7500000.0,Thane West
66362,2,Apartment,1340,25000000.0,Kalyan West
66364,3,Apartment,1550,28000000.0,Thane West
66366,3,Apartment,1300,27500000.0,Mulund West
66367,2,Apartment,1020,34000000.0,Bandra West
66368,4,Apartment,1500,36000000.0,Mulund West
66369,2,Apartment,600,12800000.0,Kanjurmarg
66370,3,Apartment,1200,24100000.0,Ghatkopar East
66372,1,Apartment,738,2400000.0,Kalyan West
66373,1,Apartment,496,4200000.0,Kalyan West
66374,1,Apartment,650,5000000.0,Kalyan West
66376,2,Apartment,1280,15000000.0,Kalyan West
66401,4,Apartment,2200,38500000.0,Thane West
66402,3,Apartment,1635,25500000.0,Thane West
66403,2,Apartment,1396,17500000.0,Thane West
66407,1,Apartment,550,12700000.0,Malad West
66408,1,Apartment,690,11000000.0,Malad West
66412,4,Apartment,1986,65000000.0,Andheri West
66425,3,Apartment,1367,27500000.0,Thane West
66448,1,Apartment,625,2410000.0,Ambernath East
66456,1,Studio Apartment,425,2450000.0,Karanjade
66457,2,Apartment,1175,9900000.0,Ulwe
66458,1,Apartment,650,4900000.0,Ulwe
66459,3,Apartment,1640,30000000.0,Seawoods
66476,1,Apartment,715,5100000.0,Mira Road East
66477,1,Apartment,725,4000000.0,Kalyan West
66518,1,Apartment,695,5300000.0,Mira Road East
66542,2,Apartment,1005,7500000.0,Kalyan West
66543,2,Apartment,990,9000000.0,Kalyan West
66544,1,Apartment,600,5000000.0,Seawoods
66545,3,Apartment,2000,31000000.0,Seawoods
66546,2,Apartment,1029,5550000.0,Kalyan West
66547,2,Apartment,1022,5400000.0,Kalyan West
66548,1,Apartment,755,4000000.0,Kalyan West
66553,1,Apartment,715,5400000.0,Mira Road East
66560,3,Apartment,1500,11500000.0,Mira Road East
66574,1,Apartment,699,5000000.0,Kalyan West
66575,1,Apartment,585,4800000.0,Kalyan West
66578,2,Apartment,1300,7800000.0,Kalyan West
66579,3,Apartment,1295,29000000.0,Kandivali East
66582,3,Apartment,1827,29000000.0,Malad East
66583,2,Apartment,1167,22500000.0,Borivali East
66584,2,Apartment,973,13000000.0,Kandivali West
66594,2,Apartment,1100,18500000.0,Kandivali East
66595,1,Apartment,675,12500000.0,Malad East
66596,3,Apartment,1375,27500000.0,Malad East
66597,2,Apartment,1165,18500000.0,Malad East
66599,3,Apartment,1692,56500000.0,Malad West
66606,3,Apartment,1465,28200000.0,Malad West
66609,2,Apartment,1170,22500000.0,Malad West
66611,2,Apartment,1050,22500000.0,Goregaon West
66612,2,Apartment,1215,19500000.0,Malad East
66613,1,Apartment,583,12500000.0,Borivali East
66615,4,Apartment,2376,42500000.0,Malad West
66616,3,Apartment,1650,40000000.0,Borivali West
66621,3,Apartment,1425,27500000.0,Kandivali West
66627,3,Apartment,1820,57500000.0,Goregaon East
66631,3,Apartment,1350,24000000.0,Borivali East
66634,5,Apartment,2500,77500000.0,Goregaon West
66636,2,Apartment,999,19500000.0,Kandivali West
66638,3,Apartment,1500,33000000.0,Malad East
66641,3,Apartment,1250,45000000.0,Goregaon West
66643,3,Apartment,1150,15200000.0,Mira Road East
66645,3,Apartment,1620,45000000.0,Goregaon East
66646,3,Apartment,1250,19500000.0,Goregaon West
66648,2,Apartment,858,17500000.0,Kandivali West
66649,4,Apartment,2620,50000000.0,Borivali West
66652,3,Apartment,1325,25000000.0,Kandivali East
66653,1,Apartment,515,9500000.0,Kandivali East
66654,1,Apartment,480,9500000.0,Kandivali East
66655,2,Apartment,960,16000000.0,Kandivali East
66656,3,Apartment,1475,32500000.0,Kandivali East
66658,2,Apartment,900,29000000.0,Goregaon West
66662,3,Apartment,1680,31500000.0,Malad East
66663,2,Apartment,907,12900000.0,Mira Road East
66668,3,Apartment,1537,29500000.0,Borivali East
66669,2,Apartment,1150,18500000.0,Kandivali East
66670,5,Apartment,3900,135000000.0,Goregaon West
66671,2,Apartment,1150,18000000.0,Malad East
66672,3,Apartment,1300,27000000.0,Kandivali East
66673,2,Apartment,1103,18500000.0,Kandivali East
66676,1,Apartment,666,9500000.0,Kandivali West
66677,1,Apartment,522,8500000.0,Kandivali West
66678,2,Apartment,1095,24000000.0,Borivali West
66679,2,Apartment,830,13500000.0,Goregaon West
66681,3,Apartment,2700,75000000.0,Goregaon West
66683,2,Apartment,950,15500000.0,Goregaon West
66689,2,Apartment,1310,22500000.0,Borivali West
66691,2,Apartment,1120,14500000.0,Kandivali East
66692,3,Apartment,1300,24500000.0,Chembur
66695,3,Apartment,1400,38800000.0,Santacruz East
66696,3,Apartment,1250,27100000.0,Ghatkopar West
66702,1,Apartment,480,2700000.0,Vasai
66704,3,Apartment,1166,32500000.0,Borivali West
66705,3,Apartment,1166,32400000.000000004,Borivali West
66708,4,Apartment,3400,75000000.0,Andheri West
66713,4,Apartment,3140,65000000.0,Matunga
66714,5,Apartment,4013,85000000.0,Matunga
66716,3,Apartment,1153,22500000.0,Goregaon East
66717,3,Apartment,1105,22500000.0,Ville Parle East
66718,2,Apartment,881,17000000.0,Santacruz West
66719,3,Apartment,1146,18000000.0,Borivali West
66721,1,Apartment,1500,3000000.0,Badlapur East
66723,3,Apartment,1056,20000000.0,Ghatkopar West
66728,2,Apartment,900,20000000.0,Kanjurmarg
66729,2,Apartment,850,18500000.0,Kanjurmarg
66733,2,Apartment,952,16700000.0,Kanjurmarg
66734,3,Apartment,1683,25000000.0,Bhandup West
66736,3,Apartment,1250,30000000.0,Kanjurmarg
66737,1,Apartment,455,2660000.0,Ulwe
66740,2,Apartment,1075,6500000.0,Kalyan West
66741,2,Apartment,927,5400000.0,Kalyan West
66743,1,Apartment,450,3500000.0,other
66744,1,Apartment,700,4000000.0,other
66745,2,Apartment,1300,8600000.0,Kalyan West
66746,3,Apartment,1567,12500000.0,Kalyan West
66748,2,Apartment,1075,6700000.0,Kalyan West
66749,1,Apartment,583,3300000.0,Kalyan West
66750,2,Apartment,1050,8000000.0,Kalyan West
66751,1,Apartment,620,4200000.0,Kalyan West
66754,2,Apartment,1250,7500000.0,Lower Parel
66758,2,Apartment,689,16000000.0,Ghansoli
66771,3,Apartment,1265,28500000.0,Vikhroli
66772,1,Apartment,575,8800000.0,Kanjurmarg
66773,2,Apartment,1035,15500000.0,Kanjurmarg
66774,1,Apartment,550,8600000.0,Bhandup East
66775,2,Apartment,800,11600000.0,Kanjurmarg
66776,3,Apartment,1259,17500000.0,Kanjurmarg
66777,3,Apartment,1325,25000000.0,Kanjurmarg
66778,1,Apartment,550,9000000.0,Bhandup East
66783,1,Apartment,680,9000000.0,Bhandup West
66784,3,Apartment,1478,78800000.0,Andheri West
66785,3,Apartment,1174,54200000.0,Andheri West
66786,3,Apartment,1179,55400000.0,Andheri West
66787,3,Apartment,1181,55700000.0,Andheri West
66788,2,Apartment,932,44300000.0,Andheri West
66789,3,Apartment,1335,62800000.0,Andheri West
66790,3,Apartment,1234,60700000.0,Andheri West
66791,4,Apartment,1648,79200000.0,Andheri West
66792,3,Apartment,1305,62100000.0,Andheri West
66793,4,Apartment,1705,85600000.0,Andheri West
66794,3,Apartment,1142,54500000.0,Andheri West
66795,3,Apartment,1344,65500000.0,Andheri West
66796,3,Apartment,1105,59700000.0,Andheri West
66797,3,Apartment,1418,68100000.0,Andheri West
66798,3,Apartment,1357,73700000.0,Andheri West
66799,3,Apartment,1210,59500000.0,Andheri West
66800,2,Apartment,894,42600000.0,Andheri West
66821,1,Apartment,845,2900000.0,Ambernath East
66822,2,Apartment,845,4000000.0,Ambernath East
66825,1,Apartment,630,5200000.0,Mira Road East
66844,2,Apartment,878,20000000.0,Ville Parle West
66845,2,Apartment,838,18000000.0,Girgaon
66846,2,Apartment,1223,15000000.0,Borivali West
66847,2,Apartment,1743,20000000.0,Jogeshwari East
66848,3,Apartment,1236,25000000.0,Ville Parle East
66849,3,Apartment,1513,22500000.0,Jogeshwari East
66850,3,Apartment,1548,22500000.0,Malad East
66851,2,Apartment,946,20000000.0,Ville Parle East
66852,3,Apartment,1227,20000000.0,Andheri West
66853,3,Apartment,1119,20000000.0,Andheri West
66854,3,Apartment,1072,18000000.0,Malad West
66855,1,Apartment,640,12500000.0,Dadar West
66856,2,Apartment,937,17000000.0,Santacruz East
66857,2,Apartment,656,15000000.0,Girgaon
66858,2,Apartment,1170,17000000.0,Malad West
66859,2,Apartment,826,18000000.0,Ville Parle East
66860,1,Apartment,430,10000000.0,Byculla
66861,2,Apartment,1370,20000000.0,Girgaon
66862,2,Apartment,1015,22500000.0,other
66863,2,Apartment,903,18000000.0,Santacruz East
66864,1,Apartment,763,15000000.0,Byculla
66865,3,Apartment,1491,25000000.0,Girgaon
66867,3,Apartment,1147,17000000.0,Malad West
66868,2,Apartment,903,20000000.0,Byculla
66870,3,Apartment,1171,17000000.0,Mulund East
66871,2,Apartment,1049,18000000.0,Mahim
66872,2,Apartment,881,20000000.0,Dadar East
66873,3,Apartment,1203,17000000.0,Borivali West
66874,3,Apartment,2005,22500000.0,Malad West
66875,3,Apartment,1293,17000000.0,Borivali West
66876,2,Apartment,1125,18000000.0,Byculla
66877,2,Apartment,895,20000000.0,Mazagaon
66878,3,Apartment,1153,18000000.0,Malad East
66879,1,Apartment,687,14500000.0,Dadar East
66880,2,Apartment,1340,18000000.0,Andheri West
66881,2,Apartment,912,19200000.0,Dadar East
66883,2,Apartment,942,17000000.0,Andheri West
66885,3,Apartment,1274,18000000.0,Malad West
66887,3,Apartment,1157,20000000.0,Andheri West
66889,2,Apartment,993,20000000.0,Matunga
66890,3,Apartment,1147,18000000.0,Malad West
66891,2,Apartment,1066,20000000.0,Khar
66893,2,Apartment,958,17000000.0,Andheri West
66896,2,Apartment,847,18000000.0,Ville Parle East
66898,2,Apartment,807,17000000.0,Girgaon
66899,2,Apartment,826,17000000.0,Agripada
66900,3,Apartment,1303,17000000.0,Malad West
66901,3,Apartment,1323,22500000.0,Agripada
66902,5,Apartment,4800,200000000.0,other
66903,1,Apartment,672,13500000.0,Ville Parle East
66904,4,Apartment,5500,250000000.0,Napeansea Road
66905,2,Apartment,1093,22500000.0,Ville Parle East
66907,2,Apartment,790,17000000.0,Ville Parle East
66908,2,Apartment,993,22500000.0,Dadar West
66909,2,Apartment,904,17000000.0,Andheri West
66910,3,Apartment,1296,22500000.0,Andheri West
66911,3,Apartment,1297,17000000.0,Borivali West
66913,4,Apartment,3592,35000000.0,Kandivali East
66915,3,Apartment,1500,10000000.0,Dahisar
66916,3,Apartment,1145,18000000.0,Borivali West
66917,3,Apartment,1339,20000000.0,Jogeshwari East
66920,4,Apartment,1514,25000000.0,Andheri West
66922,2,Apartment,1115,17000000.0,Ghatkopar West
66923,2,Apartment,1310,20000000.0,Girgaon
66924,2,Apartment,1055,22500000.0,Agripada
66925,3,Apartment,1138,20000000.0,Andheri West
66927,2,Apartment,956,17000000.0,Ville Parle East
66928,2,Apartment,1293,20000000.0,Santacruz East
66929,3,Apartment,1560,18000000.0,Borivali West
66930,3,Apartment,1085,17000000.0,Goregaon East
66931,3,Apartment,1099,15000000.0,Airoli
66933,3,Apartment,1717,20000000.0,Sanpada
66934,1,Apartment,967,15000000.0,Juhu
66935,2,Apartment,967,17000000.0,Mahim
66937,2,Apartment,985,18000000.0,Ville Parle East
66940,3,Apartment,2100,17400000.0,Koper Khairane
66941,3,Apartment,1465,22500000.0,Malad West
66943,4,Apartment,2500,20700000.0,Koper Khairane
66945,2,Apartment,1040,18000000.0,Santacruz East
66946,2,Apartment,1133,20000000.0,Ville Parle East
66948,3,Apartment,1340,22500000.0,Santacruz East
66950,2,Apartment,1007,20000000.0,Ville Parle East
66951,1,Apartment,746,12500000.0,Matunga
66954,2,Apartment,969,20000000.0,Matunga
66960,2,Apartment,956,17000000.0,Andheri West
66961,3,Apartment,1358,22500000.0,Santacruz East
66962,3,Apartment,1094,22500000.0,Santacruz East
66963,3,Apartment,1305,22500000.0,Andheri West
66964,3,Apartment,1444,22500000.0,Ghatkopar West
66965,1,Apartment,872,15000000.0,Juhu
66966,2,Apartment,1119,17000000.0,Malad West
66967,2,Apartment,1036,18000000.0,Santacruz East
66968,2,Apartment,903,17000000.0,Ville Parle East
66969,3,Apartment,1552,22500000.0,Malad West
66970,3,Apartment,1108,22500000.0,Santacruz East
66971,2,Apartment,1245,17000000.0,Andheri West
66972,2,Apartment,819,18000000.0,Mazagaon
66973,3,Apartment,1441,22500000.0,Malad West
66975,3,Apartment,910,20000000.0,Mazagaon
66977,3,Apartment,1272,22500000.0,Kurla
66979,1,Apartment,647,12500000.0,Girgaon
66982,2,Apartment,1184,17000000.0,Deonar
66983,3,Apartment,1547,22500000.0,Kurla
66984,4,Villa,2250,12000000.0,Badlapur West
66985,2,Apartment,760,17000000.0,Andheri West
66986,3,Apartment,1222,25000000.0,Khar
66987,3,Apartment,1153,20000000.0,Malad West
66988,2,Apartment,1027,17000000.0,Andheri West
66990,4,Apartment,1370,20000000.0,Borivali West
66992,2,Apartment,1036,17000000.0,Andheri West
66995,2,Apartment,751,17000000.0,Ville Parle East
66996,3,Apartment,1076,18000000.0,Andheri West
66998,2,Apartment,887,18000000.0,Sewri
66999,3,Apartment,1136,17000000.0,Borivali West
67002,2,Apartment,869,17000000.0,Andheri West
67003,2,Apartment,975,15000000.0,Borivali West
67004,2,Apartment,1075,20000000.0,Ville Parle West
67005,2,Apartment,929,17000000.0,Andheri West
67006,2,Apartment,813,17000000.0,Matunga
67007,2,Apartment,1006,17000000.0,Andheri West
