,bhk,type,locality,area,price,region,status,age
73262,1,Apartment,Tharwani Ritu World,654,22.49,Outskirts,Ready to move,Unknown
73263,1,Apartment,Sahajanand Akshar Apartment,515,73.99,Western Suburbs,Ready to move,Unknown
73264,1,Apartment,Honest Kalyan Nagari,594,36.0,Eastern Suburbs,Ready to move,Unknown
73265,3,Apartment,Rustomjee Elanza,1300,325.0,Western Suburbs,Ready to move,Unknown
73266,3,Apartment,Lodha Fiorenza,1333,390.0,Western Suburbs,Ready to move,Unknown
73283,1,Apartment,Reputed Builder Bhagya Apartment,750,130.0,Central Mumbai,Ready to move,Unknown
73295,2,Apartment,Sethia Kalpavruksh Heights,791,145.0,Western Suburbs,Ready to move,Unknown
73296,4,Apartment,Reputed Builder Sarkar Residency,2200,825.0,Central Mumbai,Ready to move,Resale
73297,2,Apartment,Reputed Builder GulmoharLtd,811,145.0,Western Suburbs,Ready to move,Resale
73298,3,Apartment,Reputed Builder Pawan Society,950,90.0,Navi Mumbai & Beyond,Ready to move,Resale
73299,2,Apartment,Reputed Builder Versova Samarth Kripa,1000,160.0,Central Mumbai,Ready to move,Resale
73301,2,Apartment,Reputed Builder Good Will Residency,1050,130.0,Navi Mumbai & Beyond,Ready to move,Resale
73303,1,Apartment,Lok Amber,690,23.0,Outskirts,Ready to move,Unknown
73308,3,Apartment,Lodha Amara Tower 20 21,1440,150.0,Outskirts,Ready to move,Resale
73309,3,Apartment,Lodha Amara Tower 20 21,1180,130.0,Outskirts,Ready to move,Unknown
73310,2,Apartment,Lodha Amara Tower 20 21,930,90.0,Outskirts,Ready to move,Unknown
73311,2,Apartment,Lodha Amara Tower 20 21,699,80.0,Outskirts,Ready to move,Unknown
73312,1,Apartment,Lodha Amara Tower 20 21,670,68.0,Outskirts,Ready to move,Unknown
73328,2,Apartment,Rustomjee Elita,1250,370.0,Central Mumbai,Ready to move,Unknown
73329,2,Apartment,Shree Sawan Pride,1038,94.0,Navi Mumbai & Beyond,Ready to move,Unknown
73330,3,Apartment,Sea Gundecha Premiere,1514,229.99999999999997,Western Suburbs,Ready to move,Unknown
73331,1,Apartment,RNA NG Suncity Phase III,871,85.0,Western Suburbs,Ready to move,Unknown
73338,1,Apartment,JK IRIS Tower 1 And 2,769,65.0,Outskirts,Ready to move,New
73340,2,Apartment,JK IRIS Tower 1 And 2,1137,92.0,Outskirts,Ready to move,New
73369,3,Apartment,Raheja Willows,1500,2150.0,Western Suburbs,Ready to move,Unknown
73405,1,Apartment,JK IRIS Tower 1 And 2,769,56.9,Outskirts,Ready to move,New
73406,2,Apartment,JK IRIS Tower 1 And 2,1137,84.13,Outskirts,Ready to move,New
73407,3,Apartment,Gitanjali Tatva,1283,225.0,Western Suburbs,Ready to move,Unknown
73415,1,Apartment,Gurukrupa Raj Hills,650,110.00000000000001,Western Suburbs,Ready to move,Unknown
73417,2,Apartment,Kuber Dev Mangal,1100,87.0,Navi Mumbai & Beyond,Ready to move,Unknown
73431,1,Apartment,Kanakia The Discovery,650,100.0,Western Suburbs,Ready to move,Unknown
73441,2,Apartment,Mahindra The Great Eastern Gardens,1050,190.0,Eastern Suburbs,Ready to move,Unknown
73450,2,Apartment,Raunak City 2,800,48.0,Eastern Suburbs,Ready to move,Resale
73451,1,Apartment,Raunak Raunak City 3,580,32.0,Eastern Suburbs,Ready to move,Resale
73452,1,Apartment,Raunak Raunak City 3,577,32.0,Eastern Suburbs,Ready to move,Resale
73455,3,Apartment,Ajmera Zeon,2340,509.99999999999994,Central Mumbai,Ready to move,Resale
73461,4,Apartment,Lodha Park,2800,750.0,Central Mumbai,Ready to move,Resale
73484,2,Apartment,JP North,583,93.7,Outskirts,Ready to move,New
73497,2,Apartment,Akar Pinnacle,741,145.0,Western Suburbs,Ready to move,Unknown
73500,2,Apartment,Evershine Crown,1129,210.0,Western Suburbs,Ready to move,Unknown
73503,1,Apartment,Mahavir Kanti Regency,665,46.0,Navi Mumbai & Beyond,Ready to move,Resale
73504,2,Apartment,Reputed Builder Gokul Aangan,585,57.0,Navi Mumbai & Beyond,Ready to move,Resale
73506,2,Apartment,Reputed Builder Gokul Aangan,755,57.0,Navi Mumbai & Beyond,Ready to move,Resale
73507,2,Apartment,Mahavir Kanti Nx,1000,67.0,Navi Mumbai & Beyond,Ready to move,New
73508,2,Apartment,Reputed Builder Gokul Aangan,560,58.0,Navi Mumbai & Beyond,Ready to move,Resale
73509,3,Apartment,Reputed Builder Gokul Aangan,1250,83.0,Navi Mumbai & Beyond,Ready to move,Resale
73510,1,Apartment,Mahavir Kanti Regency,685,52.0,Navi Mumbai & Beyond,Ready to move,Resale
73511,1,Apartment,Mahavir Kanti Regency,695,53.0,Navi Mumbai & Beyond,Ready to move,Resale
73513,1,Apartment,Srishti Elegance,575,78.0,Eastern Suburbs,Ready to move,New
73514,3,Apartment,Lodha Imperia,1640,229.99999999999997,Eastern Suburbs,Ready to move,Resale
73515,1,Apartment,Mahavir Kanti Regency,730,44.0,Navi Mumbai & Beyond,Ready to move,Resale
73527,1,Apartment,KCD Palkhi Aura,552,110.00000000000001,Western Suburbs,Ready to move,Unknown
73528,2,Apartment,Bhoomi Acropolis,935,42.07,Outskirts,Ready to move,New
73529,1,Apartment,Bhoomi Acropolis,805,36.22,Outskirts,Ready to move,New
73530,2,Apartment,Bhoomi Acropolis,840,37.8,Outskirts,Ready to move,New
73531,1,Apartment,Bhoomi Acropolis,830,37.35,Outskirts,Ready to move,New
73532,2,Apartment,Bhoomi Acropolis,905,40.72,Outskirts,Ready to move,New
73533,1,Apartment,Bhoomi Acropolis,835,37.57,Outskirts,Ready to move,New
73534,2,Apartment,Bhoomi Acropolis,865,38.92,Outskirts,Ready to move,New
73535,1,Apartment,Bhoomi Acropolis,760,34.2,Outskirts,Ready to move,New
73536,1,Apartment,Bhoomi Acropolis,630,28.35,Outskirts,Ready to move,New
73537,2,Apartment,Bhoomi Acropolis,820,36.9,Outskirts,Ready to move,New
73538,1,Apartment,Bhoomi Acropolis,660,29.7,Outskirts,Ready to move,New
73539,2,Apartment,Bhoomi Acropolis,950,42.75,Outskirts,Ready to move,New
73540,2,Apartment,Bhoomi Acropolis,890,40.05,Outskirts,Ready to move,New
73541,1,Apartment,Bhoomi Acropolis,755,33.97,Outskirts,Ready to move,New
73542,2,Apartment,Bhoomi Acropolis,910,40.95,Outskirts,Ready to move,New
73543,1,Apartment,Bhoomi Acropolis,615,27.67,Outskirts,Ready to move,New
73544,1,Apartment,Bhoomi Acropolis,810,36.45,Outskirts,Ready to move,New
73545,2,Apartment,Bhoomi Acropolis,915,41.17,Outskirts,Ready to move,New
73546,2,Apartment,Bhoomi Acropolis,980,44.1,Outskirts,Ready to move,New
73547,2,Apartment,Bhoomi Acropolis,880,39.6,Outskirts,Ready to move,New
73553,2,Apartment,Shapoorji Pallonji Alpine Shapoorji Pallonji,1020,210.0,Western Suburbs,Ready to move,Unknown
73554,2,Apartment,Sanghvi Solitaire,839,165.0,Western Suburbs,Ready to move,Unknown
73555,2,Apartment,Kaustubh Rajendra Nagar Shree Ganesh Chs Ltd,994,195.0,Western Suburbs,Ready to move,Unknown
73561,2,Apartment,RNA NG Eclat,1082,296.0,Central Mumbai,Ready to move,New
73566,1,Apartment,Divisha Sanskriti Signature,1050,185.0,Western Suburbs,Ready to move,Resale
73584,1,Apartment,Kanakia Country Park,600,110.00000000000001,Western Suburbs,Ready to move,Unknown
73585,1,Apartment,Mahalaxmi Yashwant Sankalp Jasmin Phase 2,520,14.56,Navi Mumbai & Beyond,Ready to move,Unknown
73594,3,Apartment,Kaustubh Platinum,1345,295.0,Western Suburbs,Ready to move,Unknown
73595,2,Apartment,Akar Pinnacle,741,135.0,Western Suburbs,Ready to move,Unknown
73596,2,Apartment,Divine Space Ambrosia Apartment,1300,215.0,Western Suburbs,Ready to move,Unknown
73597,2,Apartment,KCD Palkhi Aura,821,165.0,Western Suburbs,Ready to move,Unknown
73598,1,Apartment,Sheth Vasant Marvel,530,110.00000000000001,Western Suburbs,Ready to move,Unknown
73600,2,Apartment,Spark Mogra Vikas,618,151.0,Central Mumbai,Ready to move,New
73646,2,Apartment,Shreenathji 39 Anthea,557,125.0,Eastern Suburbs,Ready to move,New
73680,2,Apartment,Kesar Harmony,1025,152.0,Navi Mumbai & Beyond,Ready to move,Unknown
73681,2,Apartment,Krishh Krishh Celestia,1250,125.0,Navi Mumbai & Beyond,Ready to move,Unknown
73682,3,Apartment,Krishh Krishh Celestia,1675,160.0,Navi Mumbai & Beyond,Ready to move,Unknown
73683,2,Apartment,Asian Rashi Heights,1151,100.0,Navi Mumbai & Beyond,Ready to move,Unknown
73684,3,Apartment,Varsha Balaji Heritage,1820,225.0,Navi Mumbai & Beyond,Ready to move,Unknown
73685,2,Apartment,Varsha Balaji Heritage,1300,145.0,Navi Mumbai & Beyond,Ready to move,Unknown
73686,3,Apartment,Paradise Sai Pearls,1120,135.0,Navi Mumbai & Beyond,Ready to move,Unknown
73687,2,Apartment,Simran Sapphire,1050,90.0,Navi Mumbai & Beyond,Ready to move,Unknown
73688,2,Apartment,Millennium Tirupati Corner,1040,100.0,Navi Mumbai & Beyond,Ready to move,Unknown
73689,3,Apartment,Maatoshree Sai Moreshwar Luxuria,1655,140.0,Navi Mumbai & Beyond,Ready to move,Unknown
73690,2,Apartment,Keystone Elita,1100,130.0,Navi Mumbai & Beyond,Ready to move,Unknown
73691,2,Apartment,Paradise Sai Pearls,806,96.0,Navi Mumbai & Beyond,Ready to move,Unknown
73692,2,Apartment,Monarch Luxuria,1025,100.0,Navi Mumbai & Beyond,Ready to move,Unknown
73693,3,Apartment,Concrete Sai Saakshaat,1950,210.0,Navi Mumbai & Beyond,Ready to move,Unknown
73696,3,Apartment,Mahaavir Heritage,1525,155.0,Navi Mumbai & Beyond,Ready to move,Unknown
73697,3,Apartment,Paradise Sai Solitaire,1710,165.0,Navi Mumbai & Beyond,Ready to move,Unknown
73698,3,Apartment,Paradise Sai Mannat,1680,180.0,Navi Mumbai & Beyond,Ready to move,Unknown
73700,4,Apartment,Paradise Sai Mannat,3205,350.0,Navi Mumbai & Beyond,Ready to move,Unknown
73702,2,Apartment,Regency Regency Gardens,1250,160.0,Navi Mumbai & Beyond,Ready to move,Unknown
73714,2,Apartment,Hightech Elite Enclave,1050,100.0,Navi Mumbai & Beyond,Ready to move,Unknown
73715,2,Apartment,Paradise Sai Solitaire,1255,123.0,Navi Mumbai & Beyond,Ready to move,Unknown
73716,2,Apartment,Bhagwati Greens 1,650,165.0,Navi Mumbai & Beyond,Ready to move,Unknown
73718,3,Apartment,Paradise Sai Spring,1620,160.0,Navi Mumbai & Beyond,Ready to move,Unknown
73719,2,Apartment,Paradise Sai Spring,1145,110.00000000000001,Navi Mumbai & Beyond,Ready to move,Unknown
73724,3,Apartment,Nisarg Hyde Park,1370,135.0,Navi Mumbai & Beyond,Ready to move,Unknown
73725,2,Apartment,Planet Maitri Planet,1194,90.0,Navi Mumbai & Beyond,Ready to move,Unknown
73726,2,Apartment,Shree Balaji Om Rudra,1300,125.0,Navi Mumbai & Beyond,Ready to move,Unknown
73730,2,Apartment,Mansarovar Blue Mount Edifice,870,66.0,Navi Mumbai & Beyond,Ready to move,Resale
73741,1,Apartment,Raunak Raunak City 3,600,32.0,Eastern Suburbs,Ready to move,Resale
73768,1,Apartment,Reputed Builder Tarangan Complex,620,53.0,Eastern Suburbs,Ready to move,Unknown
73775,2,Apartment,Lokhandwala Riviera Tower,930,145.0,Western Suburbs,Ready to move,Unknown
73776,2,Apartment,Lokhandwala Green Meadows,770,130.0,Western Suburbs,Ready to move,Unknown
73777,1,Apartment,Lokhandwala Green Meadows,365,65.0,Western Suburbs,Ready to move,Unknown
73778,1,Apartment,Lokhandwala Green Meadows,525,80.0,Western Suburbs,Ready to move,Unknown
73779,1,Apartment,Reputed Builder Anita Nagar CHS,525,75.0,Western Suburbs,Ready to move,Unknown
73780,2,Apartment,Lokhandwala Green Meadows,650,110.00000000000001,Western Suburbs,Ready to move,Unknown
73781,2,Apartment,Lokhandwala Fountain Heights,1075,172.0,Western Suburbs,Ready to move,Unknown
73782,1,Apartment,Sumedh Gaikwad Heights,525,21.0,Outskirts,Ready to move,Unknown
73783,1,Apartment,Shashwat Park,690,27.5,Outskirts,Ready to move,Resale
73784,1,Apartment,DLH Kesley,568,130.0,Western Suburbs,Ready to move,Unknown
73789,3,Apartment,Durga Mata Sadan,1418,89.0,Eastern Suburbs,Ready to move,Unknown
73824,2,Apartment,Shreenathji 39 Anthea,649,145.0,Eastern Suburbs,Ready to move,New
73825,3,Apartment,Shreenathji 39 Anthea,783,176.0,Eastern Suburbs,Ready to move,New
73826,2,Apartment,Shreenathji 39 Anthea,623,140.0,Eastern Suburbs,Ready to move,New
73827,1,Apartment,Shreenathji 39 Anthea,561,126.0,Eastern Suburbs,Ready to move,New
73828,2,Apartment,Shreenathji 39 Anthea,576,129.0,Eastern Suburbs,Ready to move,New
73829,2,Apartment,Shreenathji 39 Anthea,751,168.0,Eastern Suburbs,Ready to move,New
73830,2,Apartment,Shreenathji 39 Anthea,731,164.0,Eastern Suburbs,Ready to move,New
73831,3,Apartment,Shreenathji 39 Anthea,863,194.0,Eastern Suburbs,Ready to move,New
73832,2,Apartment,Shreenathji 39 Anthea,547,123.0,Eastern Suburbs,Ready to move,New
73833,1,Apartment,Shreenathji 39 Anthea,447,100.0,Eastern Suburbs,Ready to move,New
73834,2,Apartment,Shreenathji 39 Anthea,699,157.0,Eastern Suburbs,Ready to move,New
73838,1,Apartment,Reputed Builder Shree Krishna Complex,650,90.0,Western Suburbs,Ready to move,Unknown
73842,1,Apartment,Mahavir Kanti Regency,695,54.0,Navi Mumbai & Beyond,Ready to move,Resale
73843,1,Apartment,Reputed Builder Dhuri Campus,680,58.0,Navi Mumbai & Beyond,Ready to move,Resale
73844,1,Apartment,Mahavir Kanti Regency,730,43.0,Navi Mumbai & Beyond,Ready to move,Resale
73846,1,Apartment,Mahavir Kanti Nx,685,53.0,Navi Mumbai & Beyond,Ready to move,New
73848,1,Apartment,Himanshu Mount View,580,23.0,Outskirts,Ready to move,Unknown
73863,2,Apartment,Redundant Anderi East Dipti Bamanpuri,580,215.0,Central Mumbai,Ready to move,New
73864,3,Apartment,SD The Imperial,2900,1550.0,Central Mumbai,Ready to move,Resale
73865,1,Apartment,Vedant Vedant Residency,620,22.5,Outskirts,Ready to move,Unknown
73867,2,Apartment,Runwal Forest Tower 1 To 4,859,160.0,Eastern Suburbs,Ready to move,Unknown
73868,2,Apartment,Mahindra The Great Eastern Gardens,1050,200.0,Eastern Suburbs,Ready to move,Unknown
73871,3,Apartment,Gundecha Altura,1154,185.0,Eastern Suburbs,Ready to move,Unknown
73872,2,Apartment,Swaraj Homes Neptune Horizon Point,1060,145.0,Eastern Suburbs,Ready to move,Resale
73873,1,Apartment,Honest Kalyan Nagari,655,33.0,Eastern Suburbs,Ready to move,New
73874,1,Apartment,Amrut Laxmi Raj Regalia Phase I,625,27.0,Outskirts,Ready to move,Unknown
73877,1,Apartment,Himanshu Mount View,660,26.0,Outskirts,Ready to move,Unknown
73878,3,Apartment,Amrut Laxmi Raj Regalia Phase I,1353,56.0,Outskirts,Ready to move,Unknown
73879,2,Apartment,Himanshu Mount View,860,34.0,Outskirts,Ready to move,Unknown
73882,2,Apartment,Mahajan Aashray Aanand,780,28.0,Outskirts,Ready to move,New
73883,2,Apartment,Swanand Swanand Bliss,910,36.5,Outskirts,Ready to move,Unknown
73884,2,Apartment,SCGK Royal Castle,895,32.5,Outskirts,Ready to move,Unknown
73885,2,Apartment,Mahajan Aashray Aanand,810,28.5,Outskirts,Ready to move,Unknown
73886,1,Apartment,Mahajan Aashray Aanand,560,21.5,Outskirts,Ready to move,Unknown
73888,3,Apartment,Rushabh Tower,1200,36.0,Outskirts,Ready to move,Unknown
73891,2,Apartment,Yogi Ajmera Bliss,929,68.5,Eastern Suburbs,Ready to move,Unknown
73892,1,Apartment,Yogi Ajmera Bliss,645,50.0,Eastern Suburbs,Ready to move,Unknown
73893,1,Apartment,Sadguru Ratneshwar Park,435,16.53,Outskirts,Ready to move,Unknown
73894,1,Apartment,Lok Amber,690,26.1,Outskirts,Ready to move,Unknown
73897,1,Apartment,Himanshu Mount View,570,22.5,Outskirts,Ready to move,Unknown
73905,2,Apartment,Rajesh Raj Legacy,1050,180.0,Central Mumbai,Ready to move,Unknown
73906,3,Apartment,Reputed Builder Parijat,900,85.0,Outskirts,Ready to move,Unknown
73908,1,Apartment,Himanshu Mount View,655,25.5,Outskirts,Ready to move,Unknown
73909,1,Apartment,Himanshu Mount View,610,24.0,Outskirts,Ready to move,Unknown
73913,1,Apartment,Mahajan Aashray Aanand,575,22.5,Outskirts,Ready to move,Unknown
73914,1,Apartment,Qualcon Palms,422,17.0,Navi Mumbai & Beyond,Ready to move,Unknown
73924,1,Apartment,Lodha Codename Golden Dream,396,29.0,Navi Mumbai & Beyond,Ready to move,Unknown
73967,1,Apartment,Sumedh Gaikwad Heights,525,21.99,Outskirts,Ready to move,Unknown
73968,1,Apartment,Bhoomi Park,340,31.0,Western Suburbs,Ready to move,Resale
73973,3,Apartment,Regency Ashoka Residency,1500,170.0,Navi Mumbai & Beyond,Ready to move,Unknown
73974,2,Apartment,Cidco Valley Shilp,1060,90.0,Navi Mumbai & Beyond,Ready to move,Unknown
73975,3,Apartment,Cidco Valley Shilp,1568,160.0,Navi Mumbai & Beyond,Ready to move,Unknown
73976,3,Apartment,Mahaavir Drishti,1300,140.0,Navi Mumbai & Beyond,Ready to move,Unknown
73977,2,Apartment,Vishwa Hans,660,110.00000000000001,Navi Mumbai & Beyond,Ready to move,Unknown
73978,3,Apartment,Patel Aum Sai,1630,185.0,Navi Mumbai & Beyond,Ready to move,Unknown
73979,1,Apartment,Poddar Samruddhi Evergreens,510,26.0,Outskirts,Ready to move,New
73980,2,Apartment,Poddar Samruddhi Evergreens,703,35.66,Outskirts,Ready to move,New
73981,2,Apartment,Poddar Samruddhi Evergreens,841,42.67,Outskirts,Ready to move,New
73982,2,Apartment,Poddar Samruddhi Evergreens,873,44.27,Outskirts,Ready to move,New
73983,2,Apartment,Poddar Samruddhi Evergreens,762,38.72,Outskirts,Ready to move,New
73984,1,Apartment,Poddar Samruddhi Evergreens,615,31.25,Outskirts,Ready to move,New
73985,1,Apartment,Poddar Samruddhi Evergreens,535,27.25,Outskirts,Ready to move,New
73986,2,Apartment,Poddar Samruddhi Evergreens,750,38.12,Outskirts,Ready to move,New
73987,2,Apartment,Poddar Samruddhi Evergreens,798,40.52,Outskirts,Ready to move,New
73988,1,Apartment,Poddar Samruddhi Evergreens,580,29.5,Outskirts,Ready to move,New
73989,1,Apartment,Poddar Samruddhi Evergreens,505,25.75,Outskirts,Ready to move,New
73997,2,Apartment,Sheth Avalon,997,152.0,Outskirts,Ready to move,New
73999,1,Apartment,Sai Om Sai Towers E Wing,445,25.0,Outskirts,Ready to move,Unknown
74000,2,Apartment,Runwal Lily at Runwal Forest,859,175.0,Eastern Suburbs,Ready to move,Unknown
74016,3,Apartment,Metro Metro Tulsi Mangal,1600,185.0,Navi Mumbai & Beyond,Ready to move,Unknown
74017,2,Apartment,Sai Tharwani Rosa Bella,1150,101.0,Navi Mumbai & Beyond,Ready to move,Unknown
74018,2,Apartment,Simran Sapphire,1050,85.0,Navi Mumbai & Beyond,Ready to move,Unknown
74019,2,Apartment,Siddharth Geetanjali Heights,1115,95.0,Navi Mumbai & Beyond,Ready to move,Unknown
74020,2,Apartment,GHP Sonnet,1085,98.0,Navi Mumbai & Beyond,Ready to move,Unknown
74021,2,Apartment,Bhoomi Homes Maple Hills,1120,92.0,Navi Mumbai & Beyond,Ready to move,Unknown
74022,2,Apartment,Shree Balaji Om Rudra,1300,118.0,Navi Mumbai & Beyond,Ready to move,Unknown
74023,3,Apartment,Trishul Symphony,2050,170.0,Navi Mumbai & Beyond,Ready to move,Unknown
74029,2,Apartment,Gee Cee Cloud 36 Phase I,1283,187.0,Navi Mumbai & Beyond,Ready to move,Resale
74031,3,Apartment,Lokhandwala Whispering Palms Exclusive,1600,235.0,Western Suburbs,Ready to move,Resale
74032,2,Apartment,Runwal Lily at Runwal Forest,859,160.0,Eastern Suburbs,Ready to move,Resale
74033,2,Apartment,Gee Cee Cloud 36 Phase I,1255,175.0,Navi Mumbai & Beyond,Ready to move,Resale
74034,4,Apartment,Runwal Elegante,2780,750.0,Central Mumbai,Ready to move,Unknown
74039,1,Apartment,Honest Kalyan Nagari,690,33.5,Eastern Suburbs,Ready to move,Unknown
74044,1,Apartment,Lodha Golden Sunrise,494,33.0,Navi Mumbai & Beyond,Ready to move,Unknown
74045,4,Apartment,Sea Gundecha Trillium,1917,375.0,Western Suburbs,Ready to move,Unknown
74055,2,Apartment,Ajmera New Era Yogi Dham Phase 4,999,74.0,Eastern Suburbs,Ready to move,Unknown
74056,2,Apartment,Gurukrupa Guru Atman,890,62.0,Eastern Suburbs,Ready to move,Unknown
74076,1,Apartment,Lodha New Cuffe Parade,681,139.0,Central Mumbai,Ready to move,New
74077,2,Apartment,Lodha New Cuffe Parade,1248,189.0,Central Mumbai,Ready to move,New
74078,3,Apartment,Lodha New Cuffe Parade,1466,279.0,Central Mumbai,Ready to move,New
74103,2,Apartment,RNA NG Complex,950,140.0,Eastern Suburbs,Ready to move,Unknown
74111,2,Apartment,Raunak City 2,1000,52.0,Eastern Suburbs,Ready to move,Resale
74112,2,Apartment,Raunak City 2,982,56.75,Eastern Suburbs,Ready to move,Resale
74113,2,Apartment,Raunak City 2,1000,56.5,Eastern Suburbs,Ready to move,Resale
74114,1,Apartment,Raunak City 2,577,32.0,Eastern Suburbs,Ready to move,Resale
74115,2,Apartment,Raunak City 2,886,48.0,Eastern Suburbs,Ready to move,New
74116,1,Apartment,Kabra Aurum Wing A B C AND D of Unnat Nagar II,750,140.0,Western Suburbs,Ready to move,Resale
74118,3,Apartment,Raheja Reflections Eternity,1786,350.0,Western Suburbs,Ready to move,Unknown
74119,1,Apartment,RNA NG Suncity Phase 1,570,75.0,Western Suburbs,Ready to move,Unknown
74120,1,Apartment,RNA NG Suncity Phase 1,570,82.0,Western Suburbs,Ready to move,Unknown
74121,1,Apartment,Ahuja Prasadam,640,32.0,Outskirts,Ready to move,Unknown
74123,2,Apartment,Nisarg Greens,900,55.0,Outskirts,Ready to move,Unknown
